TF0000515	FBtr0085558	SRY-DELTA_FLY	GS0001005	FBgn0000166	-	-	-	Drosophila melanogaster	ORegAnno	9154812	PROTEIN BINDING ASSAY::DNASE FOOTPRINTING ASSAY
TF0000624	ENSRNOT00000015109	MYOD1_RAT	GS0001337	ENSRNOG00000013262	9	65717100	65737455	Rattus norvegicus	ORegAnno	1847512	REPORTER GENE ASSAY::CHLORAMPHENICOL ACETYLTRANSFERASE (CAT) ASSAY
TF0000624	ENSRNOT00000015109	MYOD1_RAT	GS0001337	ENSRNOG00000013262	9	65717100	65737455	Rattus norvegicus	ORegAnno	1847512	SEQUENCE CONSERVATION::ORTHOLOGOUS GENE CONSERVATION
TF0000624	ENSRNOT00000015109	MYOD1_RAT	GS0001337	ENSRNOG00000013262	9	65717100	65737455	Rattus norvegicus	ORegAnno	1847512	ELECTROPHORETIC MOBILITY SHIFT ASSAY (EMSA)::DIRECT GEL SHIFT
TF0000624	ENSRNOT00000015109	MYOD1_RAT	GS0001337	ENSRNOG00000013262	9	65717100	65737455	Rattus norvegicus	ORegAnno	1847512	PROTEIN BINDING ASSAY::METHYLATION INTERFERENCE ASSAY
TF0000624	ENSRNOT00000015109	MYOD1_RAT	GS0001337	ENSRNOG00000013262	9	65717100	65737455	Rattus norvegicus	ORegAnno	1847512	REPORTER GENE ASSAY::CHLORAMPHENICOL ACETYLTRANSFERASE (CAT) ASSAY
TF0000624	ENSRNOT00000015109	MYOD1_RAT	GS0001337	ENSRNOG00000013262	9	65717100	65737455	Rattus norvegicus	ORegAnno	1847512	REPORTER GENE ASSAY::CHLORAMPHENICOL ACETYLTRANSFERASE (CAT) ASSAY
TF0000624	ENSRNOT00000015109	MYOD1_RAT	GS0001337	ENSRNOG00000013262	9	65717100	65737455	Rattus norvegicus	ORegAnno	1847512	REPORTER GENE ASSAY::CHLORAMPHENICOL ACETYLTRANSFERASE (CAT) ASSAY
TF0000624	ENSRNOT00000015109	MYOD1_RAT	GS0001337	ENSRNOG00000013262	9	65717100	65737455	Rattus norvegicus	ORegAnno	1847512	SEQUENCE CONSERVATION::ORTHOLOGOUS GENE CONSERVATION
TF0000624	ENSRNOT00000015109	MYOD1_RAT	GS0001337	ENSRNOG00000013262	9	65717100	65737455	Rattus norvegicus	ORegAnno	1847512	ELECTROPHORETIC MOBILITY SHIFT ASSAY (EMSA)::DIRECT GEL SHIFT
TF0000624	ENSRNOT00000015109	MYOD1_RAT	GS0001337	ENSRNOG00000013262	9	65717100	65737455	Rattus norvegicus	ORegAnno	1847512	PROTEIN BINDING ASSAY::METHYLATION INTERFERENCE ASSAY
TF0000624	ENSRNOT00000015109	MYOD1_RAT	GS0001337	ENSRNOG00000013262	9	65717100	65737455	Rattus norvegicus	ORegAnno	1847512	REPORTER GENE ASSAY::CHLORAMPHENICOL ACETYLTRANSFERASE (CAT) ASSAY
TF0000624	ENSRNOT00000015109	MYOD1_RAT	GS0001337	ENSRNOG00000013262	9	65717100	65737455	Rattus norvegicus	ORegAnno	1847512	REPORTER GENE ASSAY::CHLORAMPHENICOL ACETYLTRANSFERASE (CAT) ASSAY
TF0000624	ENSRNOT00000015109	MYOD1_RAT	GS0001337	ENSRNOG00000013262	9	65717100	65737455	Rattus norvegicus	ORegAnno	1847512	REPORTER GENE ASSAY::CHLORAMPHENICOL ACETYLTRANSFERASE (CAT) ASSAY
TF0000625	ENST00000303562	FOS_HUMAN	GS0001078	ENSG00000143632	1	229566992	229569845	Homo sapiens	ORegAnno	1460048	REPORTER GENE ASSAY::CHLORAMPHENICOL ACETYLTRANSFERASE (CAT) ASSAY
TF0000625	ENST00000303562	FOS_HUMAN	GS0001078	ENSG00000143632	1	229566992	229569845	Homo sapiens	ORegAnno	1460048	REPORTER GENE ASSAY::CHLORAMPHENICOL ACETYLTRANSFERASE (CAT) ASSAY
TF0000625	ENST00000303562	FOS_HUMAN	GS0001078	ENSG00000143632	1	229566992	229569845	Homo sapiens	ORegAnno	1460048	REPORTER GENE ASSAY::CHLORAMPHENICOL ACETYLTRANSFERASE (CAT) ASSAY
TF0000625	ENST00000303562	FOS_HUMAN	GS0001078	ENSG00000143632	1	229566992	229569845	Homo sapiens	ORegAnno	1460048	REPORTER GENE ASSAY::CHLORAMPHENICOL ACETYLTRANSFERASE (CAT) ASSAY
TF0000625	ENST00000303562	FOS_HUMAN	GS0001078	ENSG00000143632	1	229566992	229569845	Homo sapiens	ORegAnno	1460048	ELECTROPHORETIC MOBILITY SHIFT ASSAY (EMSA)::DIRECT GEL SHIFT
TF0000625	ENST00000303562	FOS_HUMAN	GS0001078	ENSG00000143632	1	229566992	229569845	Homo sapiens	ORegAnno	1460048	ELECTROPHORETIC MOBILITY SHIFT ASSAY (EMSA)::GEL SHIFT COMPETITION
TF0000626	ENST00000371222	JUN_HUMAN	GS0001078	ENSG00000143632	1	229566992	229569845	Homo sapiens	ORegAnno	1460048	REPORTER GENE ASSAY::CHLORAMPHENICOL ACETYLTRANSFERASE (CAT) ASSAY
TF0000626	ENST00000371222	JUN_HUMAN	GS0001078	ENSG00000143632	1	229566992	229569845	Homo sapiens	ORegAnno	1460048	REPORTER GENE ASSAY::CHLORAMPHENICOL ACETYLTRANSFERASE (CAT) ASSAY
TF0000626	ENST00000371222	JUN_HUMAN	GS0001078	ENSG00000143632	1	229566992	229569845	Homo sapiens	ORegAnno	1460048	REPORTER GENE ASSAY::CHLORAMPHENICOL ACETYLTRANSFERASE (CAT) ASSAY
TF0000626	ENST00000371222	JUN_HUMAN	GS0001078	ENSG00000143632	1	229566992	229569845	Homo sapiens	ORegAnno	1460048	REPORTER GENE ASSAY::CHLORAMPHENICOL ACETYLTRANSFERASE (CAT) ASSAY
TF0000626	ENST00000371222	JUN_HUMAN	GS0001078	ENSG00000143632	1	229566992	229569845	Homo sapiens	ORegAnno	1460048	ELECTROPHORETIC MOBILITY SHIFT ASSAY (EMSA)::DIRECT GEL SHIFT
TF0000626	ENST00000371222	JUN_HUMAN	GS0001078	ENSG00000143632	1	229566992	229569845	Homo sapiens	ORegAnno	1460048	ELECTROPHORETIC MOBILITY SHIFT ASSAY (EMSA)::GEL SHIFT COMPETITION
TF0000627	ENST00000240055	NFYB_HUMAN	GS0001341	ENSG00000075624	7	5566782	5603415	Homo sapiens	ORegAnno	1762920	REPORTER GENE ASSAY::RABBIT BETA-GLOBIN EXPRESSION ASSAY
TF0000627	ENST00000240055	NFYB_HUMAN	GS0001341	ENSG00000075624	7	5566782	5603415	Homo sapiens	ORegAnno	1762920	ELECTROPHORETIC MOBILITY SHIFT ASSAY (EMSA)::GEL SHIFT COMPETITION
TF0000627	ENST00000240055	NFYB_HUMAN	GS0001341	ENSG00000075624	7	5566782	5603415	Homo sapiens	ORegAnno	1762920	ELECTROPHORETIC MOBILITY SHIFT ASSAY (EMSA)::SUPERSHIFT
TF0000627	ENST00000240055	NFYB_HUMAN	GS0001341	ENSG00000075624	7	5566782	5603415	Homo sapiens	ORegAnno	1762920	REPORTER GENE ASSAY::RABBIT BETA-GLOBIN EXPRESSION ASSAY
TF0000627	ENST00000240055	NFYB_HUMAN	GS0001341	ENSG00000075624	7	5566782	5603415	Homo sapiens	ORegAnno	1762920	REPORTER GENE ASSAY::RABBIT BETA-GLOBIN EXPRESSION ASSAY
TF0000628	ENST00000244050	SNAI1_HUMAN	GS0001346	ENSG00000124216	20	48599536	48605423	Homo sapiens	ORegAnno	16617148	REPORTER GENE ASSAY::TRANSIENT TRANSFECTION LUCIFERASE ASSAY
TF0000628	ENST00000244050	SNAI1_HUMAN	GS0001346	ENSG00000124216	20	48599536	48605423	Homo sapiens	ORegAnno	16617148	REPORTER GENE ASSAY::TRANSIENT TRANSFECTION LUCIFERASE ASSAY
TF0000628	ENST00000244050	SNAI1_HUMAN	GS0001346	ENSG00000124216	20	48599536	48605423	Homo sapiens	ORegAnno	16617148	REPORTER GENE ASSAY::TRANSIENT TRANSFECTION LUCIFERASE ASSAY
TF0000628	ENST00000244050	SNAI1_HUMAN	GS0001346	ENSG00000124216	20	48599536	48605423	Homo sapiens	ORegAnno	16617148	REPORTER GENE ASSAY::TRANSIENT TRANSFECTION LUCIFERASE ASSAY
TF0000628	ENST00000244050	SNAI1_HUMAN	GS0001346	ENSG00000124216	20	48599536	48605423	Homo sapiens	ORegAnno	16617148	REPORTER GENE ASSAY::TRANSIENT TRANSFECTION LUCIFERASE ASSAY
TF0000628	ENST00000244050	SNAI1_HUMAN	GS0001346	ENSG00000124216	20	48599536	48605423	Homo sapiens	ORegAnno	16617148	REPORTER GENE ASSAY::TRANSIENT TRANSFECTION LUCIFERASE ASSAY
TF0000628	ENST00000244050	SNAI1_HUMAN	GS0001346	ENSG00000124216	20	48599536	48605423	Homo sapiens	ORegAnno	16617148	REPORTER GENE ASSAY::TRANSIENT TRANSFECTION LUCIFERASE ASSAY
TF0000628	ENST00000244050	SNAI1_HUMAN	GS0001346	ENSG00000124216	20	48599536	48605423	Homo sapiens	ORegAnno	16617148	REPORTER GENE ASSAY::TRANSIENT TRANSFECTION LUCIFERASE ASSAY
TF0000628	ENST00000244050	SNAI1_HUMAN	GS0001346	ENSG00000124216	20	48599536	48605423	Homo sapiens	ORegAnno	16617148	REPORTER GENE ASSAY::TRANSIENT TRANSFECTION LUCIFERASE ASSAY
TF0000628	ENST00000244050	SNAI1_HUMAN	GS0001346	ENSG00000124216	20	48599536	48605423	Homo sapiens	ORegAnno	16617148	REPORTER GENE ASSAY::TRANSIENT TRANSFECTION LUCIFERASE ASSAY
TF0000628	ENST00000244050	SNAI1_HUMAN	GS0001346	ENSG00000124216	20	48599536	48605423	Homo sapiens	ORegAnno	16617148	REPORTER GENE ASSAY::TRANSIENT TRANSFECTION LUCIFERASE ASSAY
TF0000628	ENST00000244050	SNAI1_HUMAN	GS0001346	ENSG00000124216	20	48599536	48605423	Homo sapiens	ORegAnno	16617148	REPORTER GENE ASSAY::TRANSIENT TRANSFECTION LUCIFERASE ASSAY
TF0000628	ENST00000244050	SNAI1_HUMAN	GS0001346	ENSG00000124216	20	48599536	48605423	Homo sapiens	ORegAnno	16617148	REPORTER GENE ASSAY::TRANSIENT TRANSFECTION LUCIFERASE ASSAY
TF0000628	ENST00000244050	SNAI1_HUMAN	GS0001346	ENSG00000124216	20	48599536	48605423	Homo sapiens	ORegAnno	16617148	REPORTER GENE ASSAY::TRANSIENT TRANSFECTION LUCIFERASE ASSAY
TF0000628	ENST00000244050	SNAI1_HUMAN	GS0001346	ENSG00000124216	20	48599536	48605423	Homo sapiens	ORegAnno	16617148	REPORTER GENE ASSAY::TRANSIENT TRANSFECTION LUCIFERASE ASSAY
TF0000629	ENST00000262238	YY1_HUMAN	GS0001352	ENSG00000177302	17	18174742	18218288	Homo sapiens	ORegAnno	9748294	REPORTER GENE ASSAY::TRANSIENT TRANSFECTION LUCIFERASE ASSAY
TF0000629	ENST00000262238	YY1_HUMAN	GS0001352	ENSG00000177302	17	18174742	18218288	Homo sapiens	ORegAnno	9748294	ELECTROPHORETIC MOBILITY SHIFT ASSAY (EMSA)::SUPERSHIFT
TF0000629	ENST00000262238	YY1_HUMAN	GS0001352	ENSG00000177302	17	18174742	18218288	Homo sapiens	ORegAnno	9748294	ELECTROPHORETIC MOBILITY SHIFT ASSAY (EMSA)::GEL SHIFT COMPETITION
